id	language_name	language_latitude	language_longitude	language_macroarea	language_family	GB302_PassiveFree	GB422_ComplThinkKnowPost	GB285_QPartVMorph	GB030_PRO3PGender	GB129_FewVerbs	GB306_PROReciproc	GB320_PaucalFree	GB327_RELPost	GB025_DEMOrder_3	GB053_GenderAnimacy	GB086_AspectBoundV	GB058_POSSClassifier	GB321_GenderUnpredict	GB297_QVNotV	GB521_TenseAuxPart	GB039_NounNUMAllomorph	GB121_AUXTense	GB135_SUBClauseInOPosition	GB314_AUGgender	GB116_VClassifiers	GB065_POSSPosdPosrOrder_1	GB313_PROPoss	GB028_Clusivity	GB038_DEMClassifier	GB117_CopulaPredNom	GB131_TransVInitOrder	GB134_MainSubSameOrder	GB046_AssocPlural	GB020_ARTDef	GB263_QPartFinal	GB262_QPartInitial	GB082_PresentBoundV	GB118_SerialV	GB022_ARTPre	GB172_ARTGender	GB072_ObliqueCaseNoun	GB024_NUMOrder_3	GB150_ClauseChain	GB193_OrderADJ_3	GB296_Ideophones	GB073_ObliqueCasePRO	GB091_A-ArgSfxV	GB098_CaseSplitPerson	GB126_ExistentialV	GB171_DEMGender	GB165_TrialBound	GB193_OrderADJ_0	GB120_AspectAUX	GB197_PRO1PMascFem	GB270_COMPARConjoin	GB421_ComplThinkKnowPre	GB114_ReflBoundV	GB065_POSSPosdPosrOrder_2	GB286_QVMorph	GB094_P-ArgPfxV	GB079_VPrefixing	GB300_VSupplGive	GB203_QUANTOrder_2	GB333_NUMDecimal	GB160_RedupOther	GB107_NEGBoundV	GB265_COMPARExceed	GB193_OrderADJ_2	GB093_P-ArgSfxV	GB329_RELInternalHead	GB319_TrialFree	GB124_NounIncorpIntrans	GB275_COMPDegreeBound	GB334_NUMQuinary	GB059_POSSAlienability	GB156_CAUSSay	GB276_COMPDegreeFree	GB122_VCompounding	GB084_FutureBoundV	GB316_SingularFree	GB400_PersonNeutralized	GB083_PastBoundV	GB198_NUMGender	GB130_OrderSVIntrans_3	GB096_CaseSplitVerbClass	GB158_RedupV	GB196_PRO2PMascFem	GB052_GenderShape	GB108_DirLocBoundV	GB401_PatientLabile	GB430_POSSPfxPosr	GB204_QUANTUniversal	GB113_TransitivizingBound	GB335_NUMVigesimal	GB167_PROLogophore	GB048_NMZAgent	GB155_CAUSBound	GB273_COMPAROtherMarker	GB021_ARTIndef	GB325_QCountMass	GB193_OrderADJ_1	GB309_MultiplePastFuture	GB159_RedupNoun	GB147_PassiveBoundV	GB026_ADJDiscont	GB148_AntipassiveBoundV	GB257_QIntonation	GB336_NUMBodyTally	GB043_DualBound	GB024_NUMOrder_2	GB130_OrderSVIntrans_1	GB104_AppInstrBoundV	GB152_SimulSeqBound	GB298_NEGAux	GB203_QUANTOrder_0	GB330_RELCorr	GB037_DEMVisNonvis	GB080_VSuffixing	GB266_COMPARLoc	GB132_TransVMedOrder	GB074_Prepositions	GB103_BenefApplBoundV	GB192_GenderPhono	GB305_PRORefl	GB203_QUANTOrder_1	GB432_POSSSfxPosr	GB326_QInSitu	GB253_PredPOSSDat	GB115_RecipBoundV	GB149_InverseBoundV	GB146_VControl	GB304_PassiveA-ArgOvert	GB203_QUANTOrder_3	GB522_PRODrop	GB187_DIMBound	GB177_AnimacyBoundV	GB027_ComitConjDifferent	GB312_MoodBoundV	GB057_NUMClassif	GB186_ARTNum	GB403_VSupplCome	GB184_AdjNUM	GB099_VSupplPerson	GB119_MoodAUX	GB041_NUMSupplNoun	GB068_PredAdjLikeV	GB136_WordOrderFixed	GB089_S-ArgSfxV	GB318_PluralFree	GB044_PluralBound	GB315_DIMGender	GB323_EvidIndirect	GB415_PRO2PPoliteness	GB328_RELPre	GB170_ADJGender	GB110_VSupplTA	GB299_NEGPart	GB127_PostureVerbs	GB025_DEMOrder_2	GB140_SameNEGLocExistNom	GB024_NUMOrder_1	GB252_PredPOSSLoc	GB069_AttrAdjLikeV	GB081_VInfix	GB331_RELAdjoined	GB291_QTone	GB054_GenderPlants	GB095_CaseSplitTAM	GB025_DEMOrder_1	GB256_PredPOSSComitative	GB049_NMZObject	GB075_Postpositions	GB433_POSSSfxPosd	GB138_NEGInitial	GB322_EvidSense	GB042_SingularNoun	GB264_QPartMedial	GB520_AspectAuxPart	GB070_CoreCaseNoun	GB188_AUGBound	GB303_AntipassiveFree	GB130_OrderSVIntrans_2	GB047_NMZActionState	GB090_S-ArgPfxV	GB185_DEMNum	GB410_NeutralAlign	GB065_POSSPosdPosrOrder_3	GB023_ARTPost	GB402_VSupplSee	GB071_CoreCasePRO	GB139_NEGProhibitive	GB051_GenderSex	GB133_TransVFinalOrder	GB151_SwitchReference	GB036_DEMElevation	GB324_QV	GB408_Accusative	GB409_Ergative	GB035_DEMDistContrast	GB317_DualFree	GB111_VerbClass	GB254_PredPOSSAdnom	GB301_Inclusory	GB166_PaucalBound	GB519_MoodAuxPart	GB123_LightVerb	GB260_QWordOrder	GB431_POSSPfxPosd	GB092_A-ArgPfxV	GB105_CaseRecipientObj	GB137_NEGFinal	GB109_VSupplNUM	GB250_PredPOSSHabeo	GB031_PRODualAug
abar1238	Mungbam	6.5805	10.2267	Africa	Atlantic-Congo	False	False	False	True	False	False	False	True	False	True	True	False	True	False	True	True	False	False		False	False		False	False	True	False	False	False	True	True	False	False	True	False	True	False	False	False	False	True	True	False	False	False	True	False	False	True	False	False	True	False	True	False	False	False	False	True	True	True	False	True	True	False	False	False	False	False	False	True	False	False		False	False	False	False	True	False	False	True	False	True	False	False		False	False	False	False	True	False	False	False		False	True		False	False	False	False	False	False	True	True	False	True	False	False	False	False	False	True	True	True	False	False	False	False		False		False	False	False	False	False	False	False	False	False	False	False	True	True	True	False	False	False	False	True	False	False	False	True	False	False	False	True	False	True	False	True	False	False		False	False	False	False	False	False	False			True		False	False	False	False	False	False	False	False	False	True	False	True	True	False	True	False	False	True	False	False	False	False	False	False	False	True	False	False		False	False	False	False	False		False	True	True	False		False
abee1242	Abé	5.59682	-4.38497	Africa	Atlantic-Congo				False	False		False	True	False	False	True	False	False		False	False	True	True	False	False	True	False	False	False		False		False	True			True	True	False	False	True	False	False	False			False	False		False	False	False	False	False	False			False		False	True	False			False	True	False	True	False	False	False	True	False			False	False	False	True	False	False		False	False	False	True	False	False	False		False		False			True	False	True	False		False		False			False			False	True	True	False	False	False		False		False	False	True	True	False	False			False	False	False		False				True		False	True	True	False	False	False		False	False	False	False	True	False		False	False	False	False	False	False		False		True		False	False	False	False	False		False	False	False	False		False	False	False	False	False		False	False		False	False	True	True		True	False	True	False	False	False	False	False				False	False		False	False	False	False	False	False			False	True	True	False		True	False
aben1249	Abenlen Ayta	15.4131	120.2	Papunesia	Austronesian				False			False		False	False	True	False	False			False	False		False			True	True	True		True		False	False					False	False	True	False				True			True	False	False		False	False										True	True	False					False			False		False				False			False	False			False	False						False		True	False		False	True			True					False	False	False	False			True			False			False			False				False								True				False	False		True		False		False	True		False	True	False		False		False		True		False	False	True		False				False		True		True			True		False		True	True	False		True	True		True	False		False		True		False	False		False		False	True	True	False			True	False	True					False	False			False
abip1241	Abipon	-29.0	-61.0	South America	Guaicuruan			False	True	False	False	False	True	False	False	True	False		False		True	True	True	False	False	False	False	False	True	False	False				False	False	False				True		False	True		True	True	True	False	True	False	False		False	True		True	True	True	False	True		False				False	False	True	False	False		False			False	False		True	False		False		False	False		False	False	True		False	True	True		False	True	True	False	False		False						False		False		True			False	False	False		True	False	True	True			False	True	False	False		True	False			False	True	True	False	True	True				True	False				True	True	False	True	False		False	False	True		True		False	False			False	False	False	False	False	False	True		True	True	True	True		False	False		False			False		True	True	True	False			False		True	False		False		False	False	True	False	True		False	False	True		False	True	True		False	False	True	False
abkh1244	Abkhaz	43.056218	41.159115	Eurasia	Abkhaz-Adyge	False	False	False	True	False	False	False	False	False	True	True	False	False	False	False	True	False	True		False	True	True		False	True	False	True		True	False	False	True	True	True	False	True	True	True	True	True	False	False	True	True	False	False	False	False	False	False	False	True	False	True	True	True	False	True	True	True	True	False	False	False	False	False	False	False	False	False	False	True	True	True	False	False	True	True	False	False	True	True	False	True	True	False	False	True	True	False	True	True	True	True	False	False	False	True	True	False	False	False		False	False	True	False	False	False	False	False	True	True	False	True	False	True	False	True	False	False		False	True	False	True	False	False	True	True	False	True	True	False	True	False	True	False	False	False	True	True	False	False	True		True	False	True	False	False	False		False	True	False	False	False	True	False	False	False	True	True	False	True	True	False	False	False	False	False	False	False	False	False	False	True	True	True	True	False	True	False	False	True	True	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	True	False	True	False	True	False
abun1252	Abun	-0.57073	132.416	Papunesia	Abun	False	True	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	True	False	False	True	True	False	False	False	False	True	False	True	True	True	False	True	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	True	False	True	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	False	True	False	True	True	True	False	True	False	False	True	False	False	False	False	False	False	True	False	False	True	False	True	False	False	False	False	False	False	True	True	False	False	True	False	False	False	False	False	False	True	False	True	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	True	False	False	True	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	True	False	False	True
acha1249	Longchuan Achang	24.3479	97.7438	Eurasia	Sino-Tibetan	False	False	False	False	False		False	True	True	False	False	False	False	True	False	False	False	True	False	False	True	False	False	True	True	False	True	False	False	True	False	False	True	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	True	False		False	False	True	False	True	False	False	False	False	True	False		False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False		True	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	True	False	True	False	True	False	True	False	False	False	False	False	False	False	True	True	False	False	False	False	False	False	True	True
ache1246	Aché	-25.5865	-56.4697	South America	Tupian	False			False			False				True		False		True		True		False		True	False	True		True	False						False				False			False		False	False				False	False	True	False			False	False		False						True		True	False		False						True		True	False		True		False		True	False				False					True	True			False	False	True		True		False			False		True		True					True		True				True		False			True					True	True			True						True		True		False	False	False	False		False			False																True	False			False		False	False	True	False	False		False		True	False			False	True	True	True						False	False				False	False			False	False					False
achi1257	Acehnese	3.90757	96.6032	Papunesia	Austronesian	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	True	False	False	True	False	False		True	False	False	True	False	False	False	False	False	False	False	False	True		False	False	False	False	False	False	False	True	False	False	True	False	False	True	True	False	False	False	True	True	False	False	False	False	True	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	True	True	False	False	True	False	False	False	False	True	False	True	True	True	True	False	False	False	False	True	False	False	False	False	False	False	True	True	True	False	False	False	False	True	False	False	False	True	False	True		True	False	True	True	False	False	False	False	False	False	False	True	True	False	False	False	False	True	False	False	False	False	True	True	False	True	False	False	False	False	True	False	False	False	False	False	True	True	True	False	False	False	False	False	True	False	False	False	True	True	False	False	True	False
achu1247	Achumawi	41.0979	-121.191	North America	Palaihnihan	False			False	False	False	False			False	True		False			False	False		False		True		True			True		False	False	False	True			True	False	True			False		True			False	False	False	False	False	False	False		True	False			True			True		True	False	False			False		True	True		False	False			False			False				False	False	True		False			False		True	True	True	True		True	False		True		False	False	False	False			True		True				True	False	False	False	True	False	False		True			True	False				True	False		False	True		False		False		False					False	False	False				False								False				False				False	False	False	False		False	False		True		False		True	True		True	False	False		True		False	False			False	True	False		False	True			False				False	True		False			True
adny1235	Adnyamathanha	-30.1451	138.671	Australia	Pama-Nyungan				False	False	True	False	True	False	False	True	False	False		False	False	False		False	False		True	False	False	False			False	False			True	False	False	False	True			False			True	False	False	False	False	False	False	False			True			False	False	False	False		True	False		False	True	False	False	False	True					False	True	False	False	True	False	False	False	True	False	False	True		False	False	True						False		True	True	True		False				True		True			False	False	False	False	True			True		False	True	True	False	False		True				False	False		False		True	False	False	False	False	False	False	False	False		True	False	True	False	False	False	False	False	False	True	True	False	False				True	False		False	False	True			True	False	True	False	False		False	True			False		False	False	False		False	False		True	False			False	False	False	True	True	False	False			False	False			True	False	True	False	False		
afad1236	Afade	12.0551	14.6343	Africa	Afro-Asiatic				False			False			False	True									False	False	False	False			False						True			True		False		False		False	False		False			False		False				False			False			True		True		False			False			False	False			False		False				False		False	False	False	True		False			False							True							False	False	True	True			False				True		True			False			False													False				True			True		False	False	True					True		False				False		True	False									True	False		False						False		True			True			False		True	False			False				False								False	True		False			False
aghe1239	Aghem	6.38956	10.0807	Africa	Atlantic-Congo		False	False	False	False	False	False	True	False	True	True	False	True	False	True	True	False	True	False	False	False	True	True	False	True	False	True	False	False	True	False	False	False	False	False	False	False	False	False		False	False	False	False	True	False	False	False	False		True	False	False	False	False	True	False		True	False	False		True	False	False	False	False		False	False	False		False	False	False	False	False	True	False	False	False	False	False	False	False	False		True	False	True	False	True		False		False	True	False	False	False	False		False	False	True	True	False	False	True		False	False	True		True	True	False	True	True		False	True	False	True	False	False			False	False	False	True	True	False	False	False	True	False	False	False	False		False	False	True	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False		False	False	True	True	False	False	True	True	False	False	True	False	False	True	False	True	False	True	False	False	False	True	False	False	False	False	True	False	False	True	False
aghw1237	Aghwan	40.374444	47.126667	Eurasia	Nakh-Daghestanian	False			True	False	True	False	True	False	False	True	False	False			True			False	False	False		False	False	True	False			True			True	False	True	True	True	False	False	False	False	True	True	False	True	True	False	False		False	False		False	False		False	True		False	True	True	True	False	False	True	False	False	False	False	False	False	True	True	True	False	False		True	False	False	False	False	False	False	True			False		True	False	True		False		True	True		False	False		False		False	False	False	True	False		False	False	False	False	True	True	True	False	False	False	True	True			False	False	False		False	False		False	False	True	True	False	True		False			False	False		True	False	True	False	False		False	False	True	True		False	True	True	True	False	True	False		False	False	True	False	False	True		True	False	False			True	False	False	False	True	False	True		True	False		True	True	True	False	False	False	False			False	False		True	False	False		True			False	True	False		True	False
agus1235	Agusan Manobo	8.62731	125.742	Papunesia	Austronesian	False			False			False		False	False	False	False	False		False	False	False		False	False	False	False	False	False	False	True						False			True	False			True		True	True	False	True	False	False	False		False				True		False	True					False		False	False		False	False			False			False	True		False	False	False	False	True		False	False			False										False	False		True		False			False		False			True			False	True		False	True		False			False				False		True		True		False		True								False		True	False	False	False	False	False		False	False	False		False	False			True			False	False	False	True			False	True	True	False	False			False			True		False		False	False	False		True		False	False		False	False	True	True	False	False	False			False				False	False		False	False		False
agut1237	Agutaynen	10.5328	119.655	Papunesia	Austronesian	False		False	False	False	False	False	True	True	False	True	False	False	False	False	False	False	True	False	False	False	True	True	False	False	True			True	False	False	True	False	True	False	False	False		True	False	False	False	False	True	False	False	False	False	False				False	False	False	True			True	True	False		False	False	False	False			False		False			True	False	False	True	False	False	False	True	False	False	False		False		True	False	False	True	True		True	False	False	False	True	False	False	False	True	False	False	False	False	True	False	False		False	False	True		False	False	True	False			False	False		True	False	True	False		True		False	True	False	False	False		True	False	False	False	False	False	False	True	True	False		False	False	False	False	True		False	False	True		False	True	False	False	False	False	False		True	False	False	True		False	False	True	False		False	True	True	False	True	True	True	False		False	True	False	False	False	False	False	False	False	False	False	True			False	True		False	False	False	True	False	False		False
aheu1239	Thavung	17.7655	104.229	Eurasia	Austroasiatic	True	False	False	True	False	True	False	True	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	True	False	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	True	False	False	False	False	False	True	True	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False		False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	True	True	False	False	False	True	False	False	False	False	True	True	False	False		False	False	True	False	False	False	False	True	False	True	False	False	True	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	True	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	True		False	False	False	True	False	False	True	False
ahin1234	Ahin-Kayapa Kalanguya	16.321	120.90003	Papunesia	Austronesian			False	False	False	False	False	True	False		True			False		False					False	True	False	False		True	False		True	False	False	True		True	False	False		True			True	True			False			True	False			True	True	False	True	True					True			False	False	False				False				False	True		False		False		True	False		True		False						True		True			False				True			False		False	True		False		False	False	True		False		True		False		False			True					False				True		False				False			True	True	True	False		True	False	False			True		False	False				True	False	False		True	True				False	True		False	False	False	False		False	True		True	False	False	False	False		False			False		False		False	True	True	False	True				False		False	False	True	True	False			False
ahom1240	Ahom	27.2778	88.464	Eurasia	Tai-Kadai	True	False	False	False	False	True	False	True	False	False	False	False	False	True	True	False	False	True	False	False	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	False	False	False	True		False	False	False		False	False	False	False	False	False	True	False	True	False	False		False	True	True	True	False	True	False	False	False	False	False	False	False	False	False	True	False	False	False	False		False	False	False	True	False	False	False		False	False	False	True	False		False	False	False	True	False	False	True	False	False	False		False	False	True	True	False	False	False	False	False	False	False	False	True	True	False	False	True	False	False	True		False	False	False	True	False		False	False		False	True	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	True	False	True	True	False		False	False	False	False	False	False	False			False	False	True	True	False	False	True	False	False	False	False		False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False		False	False		False	False	False	False	False	False	False		False
aika1237	Aikanã	-12.6695	-60.5353	South America	Aikanã			False	False			False			False	True	False	False	False		False			False	True	False	True	False			False			False	False	False	False		False	False	True	False		True		True	True		True	False	False	False		False				False	True	False	False					True		False	True		False	True				False			True	False		True	False	False	True	True	False	False	True				True				False		False		False	True							False	False	True			False				True		False		True	False	True											True		True		False	False		False				True		True	False	False	False				False		True				True					False	False							True		False	False		True			False	True	False			True	False				False	True							False	True			False			False		True		True		True	False
aito1238	Aiton	26.5145	92.3169	Eurasia	Tai-Kadai				False	False				False	False	False	False				False	True	True		False	False		False	True	True	False	True	True	True			False	True	False		False	True	False			False	False	False	True				True				False	True		False	False				True	False			False			True			True	False		True	False			False		False	False	True		False	False				False			True	False		False				False	False	False	False			False	False	True	False	False				False	False		True	True	False							False	False	False						True		True				False	True	False	True	True	False		False						False		False	True	True	False		False	False			False	False	False		False	False		False		False			False			False	False	False			False	True		False	True	False	False	False	False				True		False								False	False	False	False		False
ajab1235	Aja (Benin)	7.06634	1.64992	Africa	Atlantic-Congo	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	True	False			True	True	False	False	True	False	False	False	False		False	False	False	False	False	True	False	False	False	False	False		True	False	False	False	False	False	False	True	True	True	False		True	False	False	False	False		False	False	False		False	False	False	False	False	False	False	False	True	False	False	False	True	False	True	False	True	True	True	False		True	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	False	False		True	True	False	False	False	False	False	True		False	False	False		False	False	True	False	False	False	False	False	False		False	False	False	True		False	True	False	False		False	False	False	False	True		True		False		True	False	False	False	False	False	False		False	True	False	False		False	False	True	False	False	False	False	False	False		True	True	True	False	False	True	False	False	False	False	False	False	False	False	False	False		False	False	True	True	False	False	False	True	True	False		False
ajie1238	Ajië	-21.3029	165.468	Papunesia	Austronesian		False	False	False	False	True	False	True	False	False	False	False	False	False	True	False	True	True	False	False	False	False	True	False		False			False	False	False	False	True	False	False	False	False		False		True	False	False	True	False	False	False	False	False		True		True	False	False	True	False	True		True	False		True	False	False	False			True	True	False			False	False		False		False	False	True	False	False	False		False		True		False		True		False	False	False				False		True		False	False	False	False	False	False	False	False	False	True		True	True	False	False		False	False	True		True	False	False		False			False	True	False		False	False	False	False	True		True		False	True	False	False		False	False	False	False	True		True	False	True		True	False	False	False	False	False	False			False	True	False		False	False	True	False			True	True	False	False	True	False	False	False	True	True	False	False	False	False		True	False	True	True	False	True	True	False	True		False	False	False	False	False	False		True
akab1249	Akabea	12.3782	92.7818	Eurasia	Great Andamanese	False	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	True	True	False	True	True	False	False	False	True	False		False	True	False	True	True	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	True	True	True	True	False	False	True	False	True	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False	False	False	False	True	True	False	False	True	False	False	True	True	True	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	True	True	True	False	False	False	False	False	False	False	True	True	False	False	True	False	False	False	False	False	False	True	False	False	True	False	True	False	False	False	False	False	False	True	False	True	True	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False	True	False	True	True	False	True	False	False	True	True	False	False	False	True	False		False	False		False	True	True	False	True	True	False	False
akaj1239	Akajeru	13.1525	92.9504	Eurasia	Great Andamanese				False	False				False	True	True	True				False	False	True		True	True		True	False	True	False	True	False	False			False	False	False		True	False	True			True	True	False	True				False				False	False		False	True				False	False			True			False			True	True		False	False			True		False	False	False		False	False				True				True		False				False	False	False	False			False	True	True	False	False				True	True		False	False	False							False	False							True		False				False	False	False	False	True	False		True						False		False	False	True	False		False	False			False	False	True			True		False		False			True			False		False			False	False		False	True	False	True	False	False				True		False					False			False	True	True	False		True
akan1250	Akan	6.34756	-1.33254	Africa	Atlantic-Congo				True						True	True					True	False						False						True			False	True	False							False	False	False			False		False	False						True	True				True	True			False							False			True			False			False	True	False	False								True	False		False				True						False									True					False							False														True				False		True						False								False			False	False						False		True				False				True				True		True	True	False		False										False					True	True	False			False
akei1237	Akei	-15.6377	166.767	Papunesia	Austronesian	False		False	False		False	False			False		True	False	False	False	True			False	False	True	False	True	False	False	False	True		False	False	False			False	False	False	False		False		False	False	False		False	False	False		False	False			False	False	False				False			False	True	True		False	False	False	True	True		False			False	False		False	False	False		False	False	True		False			False			False	False	False		False	False		False				False	False	True	True	False					False		False	True	True		False	False		False	True					False		True		False	True		True	False		False				False	True	False	False	False	False	False	False		False						False		False			False	False	False				False	True	False	False	False	False	False	False			False		True	False	True	False	False		True	True	False	False		False	True	True	False	False	False	False			False	False		False	False	True		False			False
akha1245	Akha	21.2309	100.964	Eurasia	Sino-Tibetan			False	False	False		False	False	False	False	False	False	False	False	True	False	False	True	False	False	True	True	True	True	False	False		False	False	True	False		False	False	False	False	False		False		False	False	False	True	False	False	False	False	False	False			False	False	False	False		True		True	False	True	True	False	False	False	True	False		False	False	True	True		False	False	False	False	False	False	True	False	False	False		False		False		False	False	False	True	False	False	False	False	True	False			False		False	True	True	False		False	False	False	False	False	False	False	False	False	False		False	False	True			False		True	False	True	False	False	True	False	True	False		False	False	False	False	True	True	False	False	False	False	True	False	True	False	False	True		True		False			False	False	False	False	True	False		False	True	False	False	True	False	False	True	False		False	False	False	False	False	True	False	False		False	True	False	True	True	False	False	False	False	True	False	False			False	True		False	False	False	True	False	False		True
akka1240	Akkadian	33.1	44.1	Eurasia	Afro-Asiatic	False		False	True		False		True	False	False	True	False	True	True	False	False	False		False	False	False	False	False	False	False	False	True	False	False	False	False			False	False	False	False		False	False	True	True	False	False	True	False	False	False	False	False		True	True	False	False	True	False	True	True	True	False	False	True	True		False		False	False		False	True	False		False		True	True		False	True	True	False	True	False	False	False		False		True	True	False	False	False	False	False		True	False	False	True	False	True	False		False	True	False	False	False	False	True	True	False	True	False	True	True	False	False		False	True	False		False	False		False	False	True	True	False	False		True	False	False		False	False	True	False	True	False	False	False	False	True	False	True	False	True	True	True		False	True	False	False	False	False	False	False	True	False	True	True	False	False	False	False	True	False	False		True	True	True	True	False	False		True	True	True	True		False	False	True	False	False	False	True	True			False		False	False	True	True	False	False	False	False
akla1241	Kailibo Aklanon	11.5543	122.354	Papunesia	Austronesian			False	False	False		False	True	True	False	True	False	False	False	False	True	False		False	False	False		True	False	False	True	False	True	True	False	False	True		True	False	False	False		False		True	False	False	True	False	False	False	False	False	False		False	True	False	False	True				True	False	False	False	False	False	False	False			False	False	True		False	False	False	False	False	True	False	True	False	False			True		True		False		True		True	False	True	False	True				True		False	False	False	True	True	False		False	True	True	False		True	True	False	True		False	False	False	False	False	False			True		False	True	True	False	False		False		False	False	True	False	False	True	False	False		False	False	False	False	True	False	False		True	False		True		False	False	False	False	False	True		False	True	False	False	False	False	False	False		False	True	False	False	False	False	False			True	False	False		False	False			True	False		False	True	False	False		False	False	False	True	False	False	False	False
akoo1248	Akoose	4.9243	9.65522	Africa	Atlantic-Congo	False	False	False	True	False	False	False	True	False	True	True	False		False	False	False	False	True	False	False	False	True	True	False	True	False	True	False	False	False	False	False	True	False	False	False	False	False	True	True	False	False	False	False	True	False	False	True	False	False	True	False	False	False	False	True	False	True	True	True	True	True	False	False	False	False	False	False	False		False	False	False	True	False	False	True	True	False	False	False	False		False		False	True	True	False	True	True	True	False	False		False	True	True	False	False	False		False	False	True	True	True	False	False	False	False	False	True	False	True	True	True	False	True	False	False	False	False	True	False	False	False	False	True		False	True	True	False	False		True	False	True	False	False	True	False	False	True		False	False	False	True	False	False	False	False	False	False	False	False	False	False	False		False	True	False	False	False	False	True	False	True	False	False	False	False	False	False	True	True	True	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	True	False	True	False	False	False	False	False	True	True	False	False	True	True
akun1241	Akuntsu	-12.8322	-60.9716	South America	Tupian	False	False	False	False	False	False	False		True	False	False	False	False	False	False	False	False	True	False	False	True	False	True	False	False	False	True	False	True	False	False	False	False	False	False	True	False	False	False	True	True	False	False	True	False	False	False	True	False		False	True	False	False	True	True	False	False	False	True	True		True	False		False	False		False	True	False		False	False	False	False	False	False	False	False	True	False	False	False		False		True	False	False		True		False		False	False	True	False	False	False	True	False	False	False	True		False	False	False		False	True		False	False		False	False	True	False	False	False	True	True		False	False	True	True	True	True	True	False	False	False	False	False	False	False	False	True	False	False	False	False		False		False	False	True	False	False	True	True	False	False	False		False	False	False	False	False	True	True	False	False		False	False	False	False	True	False	False	True	True	False	False	False	True	False	False	False	False	True	True	True	False	False	True	True	False	False	False		False	False	False	False	False	False	False	True	False	True	False
alab1237	Alabama	30.76738	-94.62848	North America	Muskogean	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	True	False		False	True	True	False	False	False	False	False	False	False	False	True	False	False	True	True	False	True		False	True	False	True	False	False	False		True		True	False	False		True	False	False	True	False	False	True	False	False	False	True	False	False		True		False	True	True	True	False		False	False	False	True	False	False	True		False	True	True	True		False	False	False	False	True	False	False	False	True	False	False	False	False	False	True	True	False	True		False	False	True	False	True	True		False	False	False	True	False	False	True	False	True	False	False	False		False	False	False	False	False	True	False		False	False		True	False	False	False	False	True	False	True	True	False	False		False	False	False	True	False	False	False	False	True	True	False	False	False	False	True	True	False	True	True	False	False	True	False	False	False	True	False		False	False		False	True	False	False	False	True	False	False
