id	language_name	language_latitude	language_longitude	language_macroarea	language_family	GB302_PassiveFree	GB422_ComplThinkKnowPost	GB285_QPartVMorph	GB030_PRO3PGender	GB129_FewVerbs	GB306_PROReciproc	GB320_PaucalFree	GB327_RELPost	GB025_DEMOrder_3	GB053_GenderAnimacy	GB086_AspectBoundV	GB058_POSSClassifier	GB321_GenderUnpredict	GB297_QVNotV	GB521_TenseAuxPart	GB039_NounNUMAllomorph	GB121_AUXTense	GB135_SUBClauseInOPosition	GB314_AUGgender	GB116_VClassifiers	GB065_POSSPosdPosrOrder_1	GB313_PROPoss	GB028_Clusivity	GB038_DEMClassifier	GB117_CopulaPredNom	GB131_TransVInitOrder	GB134_MainSubSameOrder	GB046_AssocPlural	GB020_ARTDef	GB263_QPartFinal	GB262_QPartInitial	GB082_PresentBoundV	GB118_SerialV	GB022_ARTPre	GB172_ARTGender	GB072_ObliqueCaseNoun	GB024_NUMOrder_3	GB150_ClauseChain	GB193_OrderADJ_3	GB296_Ideophones	GB073_ObliqueCasePRO	GB091_A-ArgSfxV	GB098_CaseSplitPerson	GB126_ExistentialV	GB171_DEMGender	GB165_TrialBound	GB193_OrderADJ_0	GB120_AspectAUX	GB197_PRO1PMascFem	GB270_COMPARConjoin	GB421_ComplThinkKnowPre	GB114_ReflBoundV	GB065_POSSPosdPosrOrder_2	GB286_QVMorph	GB094_P-ArgPfxV	GB079_VPrefixing	GB300_VSupplGive	GB203_QUANTOrder_2	GB333_NUMDecimal	GB160_RedupOther	GB107_NEGBoundV	GB265_COMPARExceed	GB193_OrderADJ_2	GB093_P-ArgSfxV	GB329_RELInternalHead	GB319_TrialFree	GB124_NounIncorpIntrans	GB275_COMPDegreeBound	GB334_NUMQuinary	GB059_POSSAlienability	GB156_CAUSSay	GB276_COMPDegreeFree	GB122_VCompounding	GB084_FutureBoundV	GB316_SingularFree	GB400_PersonNeutralized	GB083_PastBoundV	GB198_NUMGender	GB130_OrderSVIntrans_3	GB096_CaseSplitVerbClass	GB158_RedupV	GB196_PRO2PMascFem	GB052_GenderShape	GB108_DirLocBoundV	GB401_PatientLabile	GB430_POSSPfxPosr	GB204_QUANTUniversal	GB113_TransitivizingBound	GB335_NUMVigesimal	GB167_PROLogophore	GB048_NMZAgent	GB155_CAUSBound	GB273_COMPAROtherMarker	GB021_ARTIndef	GB325_QCountMass	GB193_OrderADJ_1	GB309_MultiplePastFuture	GB159_RedupNoun	GB147_PassiveBoundV	GB026_ADJDiscont	GB148_AntipassiveBoundV	GB257_QIntonation	GB336_NUMBodyTally	GB043_DualBound	GB024_NUMOrder_2	GB130_OrderSVIntrans_1	GB104_AppInstrBoundV	GB152_SimulSeqBound	GB298_NEGAux	GB203_QUANTOrder_0	GB330_RELCorr	GB037_DEMVisNonvis	GB080_VSuffixing	GB266_COMPARLoc	GB132_TransVMedOrder	GB074_Prepositions	GB103_BenefApplBoundV	GB192_GenderPhono	GB305_PRORefl	GB203_QUANTOrder_1	GB432_POSSSfxPosr	GB326_QInSitu	GB253_PredPOSSDat	GB115_RecipBoundV	GB149_InverseBoundV	GB146_VControl	GB304_PassiveA-ArgOvert	GB203_QUANTOrder_3	GB522_PRODrop	GB187_DIMBound	GB177_AnimacyBoundV	GB027_ComitConjDifferent	GB312_MoodBoundV	GB057_NUMClassif	GB186_ARTNum	GB403_VSupplCome	GB184_AdjNUM	GB099_VSupplPerson	GB119_MoodAUX	GB041_NUMSupplNoun	GB068_PredAdjLikeV	GB136_WordOrderFixed	GB089_S-ArgSfxV	GB318_PluralFree	GB044_PluralBound	GB315_DIMGender	GB323_EvidIndirect	GB415_PRO2PPoliteness	GB328_RELPre	GB170_ADJGender	GB110_VSupplTA	GB299_NEGPart	GB127_PostureVerbs	GB025_DEMOrder_2	GB140_SameNEGLocExistNom	GB024_NUMOrder_1	GB252_PredPOSSLoc	GB069_AttrAdjLikeV	GB081_VInfix	GB331_RELAdjoined	GB291_QTone	GB054_GenderPlants	GB095_CaseSplitTAM	GB025_DEMOrder_1	GB256_PredPOSSComitative	GB049_NMZObject	GB075_Postpositions	GB433_POSSSfxPosd	GB138_NEGInitial	GB322_EvidSense	GB042_SingularNoun	GB264_QPartMedial	GB520_AspectAuxPart	GB070_CoreCaseNoun	GB188_AUGBound	GB303_AntipassiveFree	GB130_OrderSVIntrans_2	GB047_NMZActionState	GB090_S-ArgPfxV	GB185_DEMNum	GB410_NeutralAlign	GB065_POSSPosdPosrOrder_3	GB023_ARTPost	GB402_VSupplSee	GB071_CoreCasePRO	GB139_NEGProhibitive	GB051_GenderSex	GB133_TransVFinalOrder	GB151_SwitchReference	GB036_DEMElevation	GB324_QV	GB408_Accusative	GB409_Ergative	GB035_DEMDistContrast	GB317_DualFree	GB111_VerbClass	GB254_PredPOSSAdnom	GB301_Inclusory	GB166_PaucalBound	GB519_MoodAuxPart	GB123_LightVerb	GB260_QWordOrder	GB431_POSSPfxPosd	GB092_A-ArgPfxV	GB105_CaseRecipientObj	GB137_NEGFinal	GB109_VSupplNUM	GB250_PredPOSSHabeo	GB031_PRODualAug
monn1252	Mon	15.49394	98.122465	Eurasia	Austroasiatic	True		False	False			False	True	False	False	False	False	False	False	True		False		False				False	False		False			True	True	False	False	True	False	False		False							True	False	False		False	False					False				False	True						False	False			True					False	False		False	False	False		True	False	False				True		False		True			False			False	True	False	False		True	False	False	True	True				False	False	False			True			False	True	True		True					False	False	True			False		True					False			True		True	False	False			False	False	False			True		False			True	False	False	False		False							False	False	True				False						True			True	False	False		False				False	False				False			False						True	False
mono1273	Mono-Alu	-7.05102	155.76	Papunesia	Austronesian				False	False	False	False	True	False	False	True	True	False		False	False	False		False	False	True	False	True		False	False						False		True	False	True	False		True		False	False		True	False	False	False	False	False			False	False		False	True		True			False		False	True	False	False				True	False			False	False		False	False	False	False	True	False	False			False		True				True				False	False			False			False	False	False	True	False			False	False		True		False	True		False		False	False				False			False	True		False		True				False		False		True	True	False	False	False	False			False	False	False			False		True		False	False	True		False		True			True	True			False		False	False			False	True	True		True	False	False		True		False	True	False		True	False	True		False	False	True	True	False	True			False	True	True				False
mono1275	Mono (USA)	37.1935	-119.347	North America	Uto-Aztecan	False		False	False	False	False	False	True	False	False	True	False	False	False	False	False	False		False	False	True	True	True	False		False	True	True		False	False	True	False		False	False	False		False		False	False	False	False	False	False	False	False	False			True	False	False	False	True	False	True	True		False		False	False	False	False	True		False		False		False	True	False	False	True	False	False	False	True	False	False			True			False		True	True		False		True	True	True	True	False	False	False	False	False	False	True	True	False	False	False	False	False	True		False	False	True	False	False	False	False	False		True	False		True	False		True	False	True	True	False	False	False	False	False	False	False	True	True	False	False	True	False		False	False	False	False	True		False	True	True		False	False	False	False	False	False	True		True	True	False	True		False	False	False	True	True	True	False	True	False	False	False	False		False	True	True	False	True	True	False	False	True	False	False	False	False			False	False	True	False	True	False	True	False		True	True
mont1268	Montagnais	49.0533	-68.7376	North America	Algic	False		False	True	False	False	False		True	True	True	False	False	False		False			False	False		False	True	False		True		False		False	False		False			False	True	False	False		False		True			False	False	False	False			True		False		True		False	True		False		False	True		False	False		False	False	False		False		False			False	True	True	False	False	False	False					False		False	True			False	True		False	False	False	False	False	False	False	False	False	True	True	False	False		True	True			False		False	False	True			False	True	True	True	False	False		True	False		True	False			True	False	False	False	True	False	True	False	True	False	False		True	True	False	True	False	False		False	False	True	False		False	False	True	False	False	True	False		True	False	False	False		False	False	False	False	False	True	True					False	True	False	True		False	False			True	False	True		False	False		False	False		True		False	False	False	False
monz1249	Monzombo	3.19008	18.5129	Africa	Atlantic-Congo			False	True	False		False		False	False		False	False	False		False			False	False	False		True	False		False		False	True	False	False	False		False	False	False	False		True		True		False	True	False	False	False		False				True	False	False			True		True	True	True	False	True		False	False			True			False	True	False		True	False	False	False	True	False	False	False			False			True	False			False		False	False	True	False	False	False	False		False	True	True	False	False	False	False		False	True		True	True	False	False		False					False	False		False			False	False	False	False	True			False			False	True		False	True	False	False			False		True	False	True	True	False		False	False		True	False	False	False		True	False		False	False	False	False		False			False	True	False			False	True		False	True	False	False		False				True	False	False			False			False		False		True			False
mori1268	Mori Bawah	-2.56016	121.37	Papunesia	Austronesian				False	False				False	True	False	False				False	False			False	False		True	False	True	True			False			False	True	True		False	True	False			False	False	False	True				False					True		False	True				False	False			True			False			False	False			True			False		True	False	False			False				True			True	True		False				False	False	False	True			False	False	False	True	False				False	True			True	True								False	False												False	False	False	True	False	True		False						False			True	True	False		True	True				True	False		True	False		True		False			False			False	True	True			False	False		False	False			False	True				True		False					False			True		False	False		False
mori1269	Mori Atas	-2.2555	121.035	Papunesia	Austronesian	False			False			False	True	False	False	True	False			False		True		False	False		True		False	False	True	True		True			False	True	True	False	False			False	True	False	True			False	False	False		False			True			False	True							True	False		False	False							False	False		False		False			False	False	True		False		True				True		False		False	False		True		True			False		False	True	False	False			False				True	True	False			False	False		True	False	True	True		True		False		True				False				True		True	True	False	False		True		False	False	True		True				False	True			False		False				True	True		False			False		False	True		True	False	True		False		False	True	False		False	True	True			True	False	False			False				False	True	True	False	False		False
moro1287	Moronene	-4.62361	121.824	Papunesia	Austronesian	False			False	False		False	True	False	False	True	False	False		True				False				True		True	True						False		True	False	False	False		False		False		True	True	False	False	True		False						False	True		False	True	True	False		False	True	False	False			False					False	False		False	False	True	False	True	False	False			False			False	False		True		False	False	False		True	True		True		False		True	False	True		False	False	False		True		True	True		False		True	False			True			True	False		True		True			False		False					False	True	True	True	False		False	False	False		True		False	False	False			True	False		False	False	True			False	True	True					False		False	False		False	False			False		False	True	False	False				True	True		False				False				False	False	False	False		True	False
mort1237	Mortlockese	5.50735	153.710778	Papunesia	Austronesian	False		False	False	False		False	True	False	False	False	True	False	False		False	True	True	False	False	False	False	True	False	True	False	True		False	False	False	False	True	False	False	False	False		False		False	False	False	True	False	False	False	True	False	False		False	True	False	False	False			True		False	False	True	True		False	False	False	False	True		False		False	False		False	False	False	False	True	False	False	True				True	False	False		True	True	False	False	False			False	False		True	False	False	False	True	False		False			False	True	False	True	True	False	False				True		False	False		False			False	False		False	True	False		False	False	True	True		True	False	True	False	False			False	False	False	True		True		True		True	False		False	False	False	False			False		False		False	False		False	False		False		True	True		False	False		False	True	False	False	False	False	False			True	False	False			False		False	False		True		False	False		False
mose1249	Mosetén-Chimané	-14.64448	-67.83756	South America	Mosetén-Chimané	False	False	False	True	False		False	True	False	False	True	False	False	False	True		True	True	False	False	True	True	True	False	False	False	True	True	False	True	True	False	False	False	False	True	False	False	False	False	True	True	False	False	True	False	False		False	False	False	True	False	False	False	True	False	False	True	True	False	False	False	True	False	False	True	True	True	False	False	False	False	False	False		False	True	False	False	True	False	False	False		False	False		False	False	True	True	False	False	True	True	False	True	True	False	True	False	False	False	False	True	False	True	False	False		False	True	False	True	False	True	False	True	True	False	True	False	False	False		True	False	True	False	False	False		False	False	True	False		False	False	False	False	True	True	True	False	True	False	False	True	False	False		False	True	True		False	False	False	False	False	False	True	True	True	False	True	True	True	False	False		False	True	False	False	True	False	False	True	False	False	True	False	True	True	False	False	False	False	False	False	False	False	False	False		False		False	False	False	False		False	False	True	False
mota1237	Mota	-13.835361	167.690924	Papunesia	Austronesian				False		False	False			False	False	False	False		True	False	False		False		False	False	True	False				False	True			False	True	True	False				False	False			False		False	False	False	False	False	True		True	True			True	False		True	False	True		True			False		True	False	False		True		False	False		False	False		False	True	False	False		False	False		True	False	False	True	True		False	False	False	False	True		False			False	False			False		False			False	False			True	False	False	False		False	True		True						False		False		False				False		False				False	True	False		False		False	False	True							False			False	False			True	False	True			False		True		False			True				False	False			False	False			False	True			False	False	False			False				False				False		True
motl1237	Mwotlap	-13.655015	167.706277	Papunesia	Austronesian	False	False	False	False	False	False	False	True	False	True	False	True	False	False	True	True	False	True	False	False	False	False	True	False	False	False	True	True	False	False	False	False	True	True	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	True	True	False	True	False	False	True	False	True	True	False	True	True	True	False	False	False	True	False	True	True	False	True	False	True	False	False	False	False	False	False	True	False	False	False	True	False	True	False	False	False	False	False	False	True	False	False	True	False	False	False	False	True	False	False	True	True	False	False	False	False	False	False	False	True	True	True	False	False	False	False	False	True	False	False	False	True	False	False	True	False	False	True	True	False	False	False	True	False	False	False	True	True	False	False	False	False	False	True	False	False	False	True	False	True	False	False	False	False	False	False	False	False	True	False	True	True	False	True	False	False	False	False	True	False	False	False	False	True	False	False	True	False	False	False	False	True	False	False	False	False	True	True	False	False	False	False	True	True	False	True	False	False	False	False	True	False	False	True	True
movi1243	Movima	-13.8115	-65.6348	South America	Movima	False	False	False	True	False	False	False	True	True	True	False		False		True	False	False			False	False		True	False	False	True	True			False	True	False	True	True	True	False	False	False	True	False	False	True	False	False	True	False	False	False	False		False	True	True	False	False	False	False		False	False	False		False	True	False	False	True		False	True			False	False	True	False	False	False	False	False	True	False	False	False	True	False		False	False		True	True			False	False	True	True	False	False	False	True	False	False	False	False	True		False		False	True	True		False	False	True	False	False		False	False	False	True	True					False		True	False	False	True	False	False	False	False	False	False	True	False	True	False		True	False	False	False	False	True	False	False	True	True	False		True	False	False	False	False	False	False	False	False	True	True	True	False	False	True	False		True	True	True	True	True	True	False	False	False	False	True	True	False		True	True	False	True	True	False		False	True	False	True	False	False	False	False	False	False	False	False	False
moyo1238	Moyon	24.4793	94.3421	Eurasia	Sino-Tibetan		False	False	False	False	False	False		False	True	False	False	False	False	False	False	False		False	False	False	False	True	True	True	False	False	False	False	False	False	False		False	False	True	False		True	True	False	False	False	False	False	False	False	False	False	False	False	False	True	True	False	True	False	True	True	True	True	False	False	False		False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False		False	True	True	False	False		True	True	False	False	False	False	True		False		True	False	False	True	True	False	False	False	False		True	True	False	False		True	False	False	False	True	True		True	False			False	False	True	False		True	False	False	False		False	False	False	True	False	False	False	True	False	False	False		False	False	False		False		False		False	False		False	False	False	True		True		False	False	False	False	False	False	True	True		False	True	True	False	False	False	False	False	True	True	False	True	False	False	False	True	False	False	False	False		True	False	False	False	False	True	True		True	False		False
mpad1242	Mpade	12.561391	14.446893	Africa	Afro-Asiatic	False	False	False	True	False	True	False	True	False	False	False	False	True	False	False	False	False	True	False	False	False	False	True	False	True	False	True	False	True	True	False	False	False	False	True	False	False	True	False	False	False	False	False	False	True	False	False	False	True	False	True	False	True	False	False	True	False	True	True	True	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False		False	False	True	False	False	False	True	True	False	False	False	False	True	False	False	False	True	False	False	True	True	False	False	False	False		True	True	False	True	True	False	False	True	False	False	True		False	False		False	False	False	False	False	False	False	False	True	False	True	False	False	True	False	True	False	False	True	False	False	False	False	False	False	True	False	True	False	False		False	True	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False	True	False	True	True	False	True	False	True	True	False	False	True	False	False	False	False	False	False	False			False	False	False	True	False	False	True	True		True	False
mpii1239	Mpi	18.1717	100.21	Eurasia	Sino-Tibetan	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		False	False	False	True	False	False	True	False	True	False	True	True	False	False		False	False	True	True		False		False	False	True		False	False	False	False	False	False	True		False	False	False	False			True	True	True	False	True	True	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False		False	False	False	False	False		False	False	False		False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False		False	False		False	False	False	False	False			True	True	False	False	False	False	True		True	False	False	False	False	True	False		False	False	False		False	False	False		False	False	False	False	False	False	False	True	False	True	False	False	False		False	False	False	False	False	False	False		True	False	False	False	False	False	True	True	False	False	False		False	False	True	True	True		True	True	False	True	False	False	False	True	False	True	False	False	False	False	False	True		False	False	False	True	False	False	True	True
mual1241	Mualang	0.31083	111.077	Papunesia	Austronesian	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False	True	True	False	False	False	False	True	True	False	True	True	False	False		False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	True		False	True	True	False	False	True	False	False	False	True	False	False	False	False	True	True	False	False	False	False	False	False	False	True	True	False	False	True	False	True	True	False	False	True	True	False	False	False	False	False	True	True	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	True	True	False	False	True	False	False	True	False	False	False	False	True	True	True	False	False	False	True	True	False		False	False	False		True	False	False	False	True	False	False	True	False	False	False	True	False	True	False	False	True	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	True	False	False	True	False	False		False	True	False	False	False	False	False	False	False	True	False	False	False	True	False	True		False	False	False	False	False	False	True	True
mudu1239	Muduga	11.062	76.5627	Eurasia	Dravidian	False		False	True	False	False	False	False	False	True		False	False	False		True			False	False	True	False	True	False	True	False		False	False	False	False	True	False	False	False	True	False		False	True	True	True	False	True	False	False	False		False			False	False	True	False	False			True	True	True		False	False	False	False	False		False	False	False		False	True	False	True	True	False	False	False	False	False	False	False		False		True		False	True	True		False	False	True	False	False	False	False	False	False	False	False	False	True	False		False		False	False	True		False	False	False	False			True		True	False	False		False		True	False	False	False	True	False	False		False	False		False		False	True	False	True	False	False	False	True	False	False	False	False	False	False	True	False		False	False	False	False	False	True	False			False	False	False	False	False		True	False	False	False	True	False	False	True	False	False		True	False	True	True	False	False	False	True	False	False	False	True	False	False	False			False	False	False	False	True	False	False	False
muna1247	Muna	-5.40419	122.541	Papunesia	Austronesian				False	False				False		False	False				False	False	True		False	False		True	False	False	False	True	True	False			False	True	True		False	True	False			False	False	False	True				False				False	True		False	True				True	False			True			False			False	False		False	False			False		True	True	True			True				True			False	True		False				True	False	False	False			False	False	False	True	False				True	True		True	True	True							True	False	True						False		True				False	False	False	True	False	False		True						False		False	True	False	False		True	True				False	False		True	False		True		False			False			False	True	True			False	False		False	True		False	False	True				True		True					False			True	False	False	False		True
munc1235	Mün Chin	20.289	94.3929	Eurasia	Sino-Tibetan	False	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	True	True	True	False	False	False	True	False	False	True	False	True		False	False	False	False	True	True		False	True	True	True	False	False	False	False	False	False	False	True	False	False	True	True	False	True	True		False	False	False	True	False	False	False	False		False	False	True	False	True	False	False	False	False	False	False		False	False	False	False	False	True	True	False	False	True	True	False	False	False	False	False		False	False	False	False	False	False	True	True	True	True	False	False	False		True	True	False	False	True	False	False	False	False	False	False	True	False		False	False	True	False	False		False	True	False	False	False	False	False	False	True	True	True	True	False	False	False	False	True	False	False	True	False	False	True	False	False	False	False	False	False	False	True	True	True	True	True	False	False	False	False	False	True	False	False	False	False	True	True	False	False	False	False	False	False	True	False	True	True	False	False	False	True	True	True	False	False	False	False	True	False	False	False	True	True	False	False	True	True
mund1320	Mundari	23.03	85.85	Eurasia	Austroasiatic	False		False	True	False	False	False		False	True	True	False	False	False	False	False	False		False	False	True	False	True	False	True	False	True		False	True	False	False	True	False	False	False	False		False	True	False	True	False	True	False	False	False		False	False		True	False		False	False	False	False	False	True	False	False	False	True	True	False	False	False	False		False	False	True	False	False		False	False	False	False	True	False	False	False				True	True	False		True	False	False	False	True	False	False	True	False	False	True	False	True	False	True	False		False	False		False	True	True	False	False	True	False	False	True		True	False	True	False	True	True	False			False		True	True	False		False	False		False	True	False	True	False	True	False				False	False	True	False	False	False	True	False	False	True		False	False	False	True	False		True		False		False	False		False		False	False		False	True		False	False		False	True	False	True	False	False	False			True	False	False	True		False		False	False		False	True	True	False	False	True
mund1325	Mundang	9.83195	14.4751	Africa	Atlantic-Congo	False	False	False	False	False	True	False	True	False	False	True	False	False	False	True	True	True	True	False	False	False	True	True	False	True	False	True	False	True	True	False	False	True	False	False	True	False	False	False	True	True	True	True	True	False	False	False	False	False	False	True	False	True	False	False	False	False	True	True	True	False	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	True	True	False	False	False	False	False		False	False	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	True	True	False	False	True	False	False	True	False	False	False	True	False	False	True	False	False	False	True	False	True	False	True	False	True	False	False	True	True	False	True	False	False	False	False	False		True	False	True	False	False	False		False	False	False	False	False	False	True	True	True	True	False	False	True	False	True	True	True	False	False	True	False	True		False	True	False	False	True	False	False	False	False	False	True		True	False	True	False	False	False	True	False	False	False	False	True	True	True	False	False
mund1328	Mundabli-Mufu	6.59969	10.2704	Africa	Atlantic-Congo	False	False	False	True	False	False	False	True	False	False	False	False	True	False	True	False	False	True	False	False	False	True	False		True	False	True	True	True	True	False	False	True	True	True	False	False		False	True	True	False	False	True	True	False	False	False	False		True	False	True	False	False	True	False	True	True	True	False	False	True	False	False	False	False		False	False	False		False	False	False	False	False	True	False	False	False	False	False	False		False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	True	False	False	False	False	False	False	False		True	True	False	False	False	False	False	True	False	False	False	False	False	False	False	True		True	False	False	True	False	True	False	False	False	False	True	False	False	False	False		False	False	True	False	True		True	True	False	False	False	False	False	False	False	False	False	True	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	True	False	True	False	False	True	False	False		False	False	False	False	False	False	True	False	True	False	True	True	False	False	False	False	False	False	True	False
mund1330	Mundurukú	-8.41095	-57.691	South America	Tupian	False	False	False	False	False	False	False		False	False	True	False	False	False	True	False	True		False	True	True	False	True	True	False	False	True			True	False	False	True			True	False	False	False	True	True	False	True	True	True	False	False		False	True	False	True	False	False	True	True		False	True	True		True	True	False		False	False		False	True	False		False	True	False	True	True	True	False	True	True	False	True		False	False		True	False	False		True	False	False	True	False	True	True	True	False	False	True	False	False	False	True	False	False	False	False		True	True	False	False	False	False	False	False	True	False	False		True	False		True	False	True	True	False	True	True	True				False	True		True	True	False	False	True	False	True	False		True	True	True		False	False	True	True	False	False		False	False	False	True			True	False	False		False	True	True	False	True	False	False	True	True	True	True	False			False		False	True		True	False	False	False	True	False	True	True	False	False	True		False	True	True	False	True	False		False
muru1266	Muruwari	-28.9618	146.546	Australia	Pama-Nyungan	False	False	False	False	False	False		True	False	False	True	False	False	False	False		False	True	False	False	False	False	False	False	True	True	True		True	False	True	True		False	False	True		False	True		True	True	False	False	False	False	False	False	False		False	True	False	False	False	False	False	False	False	False	False		False	False		False	False		False	True	False			True	False	False	True	False	True	False	True	False	False	True		False		True	False			True		False	False	False	False	True		False		True	False	True		False	False	True	False	False		False	True		True	False	False	False	False	True	True	False	False	True	False	False		False	True	True	False	True	True	False	False		True	False	False			False	True			False		False		False		True		False	True		False		False		False	False	False	True	False	True	False	False	True	False	False	False	False	True	False	False	False	True	False	False	False	True	True	False	True	False	False	True		False	False	True	True	True		True	False	True			True	False	False	False	False	False	False		True
musg1254	Musgu	10.8439	15.1065	Africa	Afro-Asiatic	False			True			False	True	True	False	True	False			False	False	False			False	False	False		False	False	False		False	False			True	False	False	False	False		False	False		False	False	False	True	False	False	False	False	False	False		False	True		False				True		True	True	True	True		False		False	False			False	False	True	False		True		False	False	False	False	False			False			False	False			False	False		False			True	False	False		False	False		True	False		False			False			True	True		False	False		False														False		True	False			True	False	False	False	True		False	False		True		True		False	True			False	True			False	False	False			True	True	False	False	False		False	False		False	False		True	False	True	False	False		False		True	False	False	False		False	False	False	False	False			False				False	True	False	True		False	False
muth1236	Muthuvan	10.3524	76.7328	Eurasia	Dravidian	False		False	True	False	False	False			True	False	False	False	False	False		False		False	False		False	True	False					False	False	False	True		False	False	True	False		False	False	True	True	False		False	False	False	True	False	False				False	False	False		False	True		True		False	False		False	False	False	False		False	False		True	False		True	False	False	False		False	False	False	False	False		True	False	False	True	True		False	False	True	False		False		False	False	False	False	False	True	False		False	False		False	True	False		False	False	False		True	True				False			False	True		False		True	False	False	False	False	False	True	False	False		True	False	True	False		False		False	False	False	False			True		False	False		False	False	False				True	False	False	False	False	False	False	True	False	False	False	True	False	False			False	False	True	True	True			False	False	True	False	False	False	True		False	False	False		False	False	False		True	False	False	False
muyu1244	Muyuw	-9.195	152.731	Papunesia	Austronesian		False	False		False	True	False	True	False	False	True	True	False		False	False	False		False	True	False	False	True	False	False	False		True		True	True	False	True	False	False		True	False	False			True	True		False	False	False	False			False	False	False	False	False	True	False						True	True	False	False				True	False			False	False	False	False	False	False	False	True		False	True	False	False		True			True	True		False	False	False	False			True	True	True	False	False	False	True	False	True	False		False	False	False		True	True	False	False			False	True		False	False				True		False	True	True	True		False	False	True	False		True	False	True	False	False	False	False		False	False	False	True		True	True	False		False	False	False	False	False	False	False		False		True	True	False	False	False	False				False	False	True	False		True		False			False	False	False	False	False			True	False	False		True	False	False		False	True	True	True	False	False		
mwag1236	Mwaghavul	9.47205	8.96522	Africa	Afro-Asiatic	False	False	False	True	False	False	False	True	False	False	False	False	False	False	True	False	False	True	False	False	False	True	True	False	True	False	True	False	True	True	False	False	True	False	False	True	False		False		True	False	False	False	False	False	False	False	False	False	True	True	True	False	False	True	False	True	True	True	False	True	True	True	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	True	True	False	False	True	False	False	False	False	True	True	False	False	False	False	False	True	True	False	False	False	False	False	False	True	True	False	False	False	False	True	False	True	True	True	True	False	False	True	False	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	True	True	True	False	True	False	False	False	False	False	False	False	True	False	False	True	False	False	False	True	False	False	False	False	True	False		False	True	False	False	False	False	True	False	False	False	False	True	True	False	True	False	True	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False
mwan1250	Mwan	7.87533	-5.94577	Africa	Mande			False	False	False				False	False	True	False				False	True	False		False	True		True	False	True	False	True	False	True	True	False	False	False	False	False	False	False	True	False		False	False	False	False	False	False	False	True	False	False		False	False	False	False			True		True	False	True	True	False			True	False		True	False	False	False				False	False	False	False	False	False	False	True			True	False		False	True	False	False	False		False		False	False	False	False	False		False	True	True	False	False		False		True	True	False	False	True	False	False		False			False	False	False			False		True	False	True		False	False		False	False	True	False	False	True	False		False					False	False		False	True	False	False	True	False	False			False	False	False	False		True		False		False	False		False	False		False	True	False	False		False	True		True	True	False	True	False	False				True		True	True		False		True	False		False	False	False	False	False	
naas1242	Naasioi	-6.46022	155.632	Papunesia	South Bougainville				False	False						True	False								False			False	True	True	False			False							True		False				True	False									True			False					True	True			True						True	False		True						False	True	True											False						True						True		True		True							False		False							True		True								True				False		True		True	True		True																		False						False		False			True			False		False							False		True	True	True						True								False	True	True	True		
nama1264	Nama (Namibia)	-25.0747	17.9767	Africa	Khoe-Kwadi				True	False				False	True	False	False					True	True			True		True	False	True	False	True	True	False		False	False		False			False	False	False						False		False	True	False			True	False		False			False		True	False	False	False	True				False			False	False	True	False			False		False		True	True	True				True	True		False	True	False	False	False		True		False	True	False		True		True	False	True		False		False		False	True	True	False		True			True				True	False			False			False	True		False			False				False				True					False				False	False	True		False				False		True		True	True				True	True					False	True		False		False	False			True	True	True	False	False				False							True	True			True	True	False		True
nama1268	Namakura	-16.8979	168.569	Papunesia	Austronesian		False	False	False		False	False	True	False		True			False	False		False				False	False	True	False		False	True		True	True	False	False	True	True	False	False	False		False				True	True			False	False	False	True	True	True	False	False		True		True	True	True	True	True	True		False	False		False	False	True	False	False		False	False		False		False		True	False		False		False	False	False	False	False		False	False	False		False	False					False		False	True	True				False		True	True	False	True	True	False		False	False	False	True		False				False	True				False		False		True		False		True	False	False	False	True			False	False			True		True		False		False	False		False		True	False			False	True	True		False	False	True	False			False	True	True	False	False	True	False			True		False	False	False	True	True	False	True					False	True		False	False			True		True	True
