id	language_name	language_latitude	language_longitude	language_macroarea	language_family	GB020_ARTDef	GB021_ARTIndef	GB022_ARTPre	GB023_ARTPost	GB024_NUMOrder	GB025_DEMOrder	GB026_ADJDiscont	GB027_ComitConjDifferent	GB028_Clusivity	GB030_PRO3PGender	GB031_PRODualAug	GB035_DEMDistContrast	GB036_DEMElevation	GB037_DEMVisNonvis	GB038_DEMClassifier	GB039_NounNUMAllomorph	GB041_NUMSupplNoun	GB042_SingularNoun	GB043_DualBound	GB044_PluralBound	GB046_AssocPlural	GB047_NMZActionState	GB048_NMZAgent	GB049_NMZObject	GB051_GenderSex	GB052_GenderShape	GB053_GenderAnimacy	GB054_GenderPlants	GB057_NUMClassif	GB058_POSSClassifier	GB059_POSSAlienability	GB065_POSSPosdPosrOrder	GB068_PredAdjLikeV	GB069_AttrAdjLikeV	GB070_CoreCaseNoun	GB071_CoreCasePRO	GB072_ObliqueCaseNoun	GB073_ObliqueCasePRO	GB074_Prepositions	GB075_Postpositions	GB079_VPrefixing	GB080_VSuffixing	GB081_VInfix	GB082_PresentBoundV	GB083_PastBoundV	GB084_FutureBoundV	GB086_AspectBoundV	GB089_S-ArgSfxV	GB090_S-ArgPfxV	GB091_A-ArgSfxV	GB092_A-ArgPfxV	GB093_P-ArgSfxV	GB094_P-ArgPfxV	GB095_CaseSplitTAM	GB096_CaseSplitVerbClass	GB098_CaseSplitPerson	GB099_VSupplPerson	GB103_BenefApplBoundV	GB104_AppInstrBoundV	GB105_CaseRecipientObj	GB107_NEGBoundV	GB108_DirLocBoundV	GB109_VSupplNUM	GB110_VSupplTA	GB111_VerbClass	GB113_TransitivizingBound	GB114_ReflBoundV	GB115_RecipBoundV	GB116_VClassifiers	GB117_CopulaPredNom	GB118_SerialV	GB119_MoodAUX	GB120_AspectAUX	GB121_AUXTense	GB122_VCompounding	GB123_LightVerb	GB124_NounIncorpIntrans	GB126_ExistentialV	GB127_PostureVerbs	GB129_FewVerbs	GB130_OrderSVIntrans	GB131_TransVInitOrder	GB132_TransVMedOrder	GB133_TransVFinalOrder	GB134_MainSubSameOrder	GB135_SUBClauseInOPosition	GB136_WordOrderFixed	GB137_NEGFinal	GB138_NEGInitial	GB139_NEGProhibitive	GB140_SameNEGLocExistNom	GB146_VControl	GB147_PassiveBoundV	GB148_AntipassiveBoundV	GB149_InverseBoundV	GB150_ClauseChain	GB151_SwitchReference	GB152_SimulSeqBound	GB155_CAUSBound	GB156_CAUSSay	GB158_RedupV	GB159_RedupNoun	GB160_RedupOther	GB165_TrialBound	GB166_PaucalBound	GB167_PROLogophore	GB170_ADJGender	GB171_DEMGender	GB172_ARTGender	GB177_AnimacyBoundV	GB184_AdjNUM	GB185_DEMNum	GB186_ARTNum	GB187_DIMBound	GB188_AUGBound	GB192_GenderPhono	GB193_OrderADJ	GB196_PRO2PMascFem	GB197_PRO1PMascFem	GB198_NUMGender	GB203_QUANTOrder	GB204_QUANTUniversal	GB250_PredPOSSHabeo	GB252_PredPOSSLoc	GB253_PredPOSSDat	GB254_PredPOSSAdnom	GB256_PredPOSSComitative	GB257_QIntonation	GB260_QWordOrder	GB262_QPartInitial	GB263_QPartFinal	GB264_QPartMedial	GB265_COMPARExceed	GB266_COMPARLoc	GB270_COMPARConjoin	GB273_COMPAROtherMarker	GB275_COMPDegreeBound	GB276_COMPDegreeFree	GB285_QPartVMorph	GB286_QVMorph	GB291_QTone	GB296_Ideophones	GB297_QVNotV	GB298_NEGAux	GB299_NEGPart	GB300_VSupplGive	GB301_Inclusory	GB302_PassiveFree	GB303_AntipassiveFree	GB304_PassiveA-ArgOvert	GB305_PRORefl	GB306_PROReciproc	GB309_MultiplePastFuture	GB312_MoodBoundV	GB313_PROPoss	GB314_AUGgender	GB315_DIMGender	GB316_SingularFree	GB317_DualFree	GB318_PluralFree	GB319_TrialFree	GB320_PaucalFree	GB321_GenderUnpredict	GB322_EvidSense	GB323_EvidIndirect	GB324_QV	GB325_QCountMass	GB326_QInSitu	GB327_RELPost	GB328_RELPre	GB329_RELInternalHead	GB330_RELCorr	GB331_RELAdjoined	GB333_NUMDecimal	GB334_NUMQuinary	GB335_NUMVigesimal	GB336_NUMBodyTally	GB400_PersonNeutralized	GB401_PatientLabile	GB402_VSupplSee	GB403_VSupplCome	GB408_Accusative	GB409_Ergative	GB410_NeutralAlign	GB415_PRO2PPoliteness	GB421_ComplThinkKnowPre	GB422_ComplThinkKnowPost	GB430_POSSPfxPosr	GB431_POSSPfxPosd	GB432_POSSSfxPosr	GB433_POSSSfxPosd	GB519_MoodAuxPart	GB520_AspectAuxPart	GB521_TenseAuxPart	GB522_PRODrop
saya1246	Saya	9.69441	9.71748	Africa	Afro-Asiatic	1	1	0	1	2	2		0	0	0	0	0	0	0	0	1		0	0	0		1	0	0					0			1	0	0	0	0			1			1	0	0	1	1	1					0	0								0				1			0	0	1		0	0	0				1	0	0		0	1	1	1		1	1	0										1	0			1	0	0		0	0	0		1			0	0	0	3	0	0	0		1		1				1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1						1	0	1	1	1			0	0	0	0	0	0			0			1	0	0			1	0	0	0	0				0	0	1	0			0	0	0	1	0	0	0	
seco1242	Second Mesa	35.7653	-110.535	North America	Uto-Aztecan	1	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0		1	1	0	0	1	1	0	0	0	3	1	0	1	1	1	1	0	1	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0			1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1			0	1	0	0	1	1	0	1	0	0	0	1		1	0	0	0	1	1		0	0	1	0	0	1		0	0	0	0	0	1	1	1	0	0	1	0	0	0	1		0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0		0	1	0	0		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	1
seda1262	Sedang	14.7793	108.027	Eurasia	Austroasiatic	0	0	0	0	1	2	0	0	1	0	0	1	0	0	0	0		0	0	0		0	0	0	0	0	0	0	1	0		2			0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1	0	0			0	1	0	1	0	1	1	0	0	0	0			1		0	1	0	1	0	1	1	0	0	1	1			0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	1	1	0	0	0	0	0	0		0		0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0			1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1
seim1238	Seimat	-1.2666667	144.25	Papunesia	Austronesian	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1		1	0	1	1	0	1	1	1	2	1	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	0	0	0	0		0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0		0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0
seke1241	Seke (Vanuatu)	-15.8839	168.197	Papunesia	Austronesian	1	1	1	0	2	2	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	1	1	3	1	1	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0		0	0	0	0	0	0	0	0	1	0	0		1	1	0	0	0	1			1	1	0	1	0	1	0	1	1	1	0	1	0	0			0	0	0	1	0	1		1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	1		1	0	1	0	0		1	0				0	0	0	0	0	0	0	0	1	0					0	0	0	0	0	0	0	0	0	1	0	0				1	0	0	1	0	0	0	0	1	0	0	0	0		0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0
sekp1241	Sekpele	7.16751	0.5886	Africa	Atlantic-Congo	1	0	0	1	2	2	0					1	0	0	0			1	0	1									0	0	1	1	1	1						1	1	1	0	1	1	1	1											0	0	1	1	1		1		1	0	0		1	1	0	0	0				1	1		1	0	1	0	1	1	1	0	0	0	1	1	0	0					1	0				0	0		0	1	1		0	1	1	1	0		2			1	2	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0		0																																																				
sela1259	Selaru	-8.18376	130.961	Papunesia	Austronesian	1	1	0	1	2	2	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0		0	0	1	0	0	1	0	1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0		0	1	0	0	0	0	0	0	0	0	0	1	1	1			0	2	0	0	0	2		0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0		0	0	0		1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0			0	0	1	0	1	1	0	1
sela1260	Selayar	-6.10145	120.496	Papunesia	Austronesian	1	0	0	1	3	3			1	0	0	0	0	0	0	0	0	0	0	1									1			2	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	1	1	0	0	1	0	0	1		0	0	0	0	0		1	0			0		0	0	0	1		0				3	1	1	1	1	1	0	0	0		1		1	0	0	0			1	0	1	1	1	0	0		0	0	0		0	0	0	1		0	2	0	0				0	0	0	0	0						0	0	0	0	1	0						1	0			0	0	0	1		0		0		0	0	0	0	0	0	0															0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0
sele1249	Selee	7.17462	0.42458	Africa	Atlantic-Congo	1		0	1	2	2	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1	1		0	1	1	1	0	0	0	1	1	0	0	1	0	0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0	1	1	1	0		0	0	0	0	0	1	1	0	0	0	0				1	0	1	0	1	0	1		1	0	0	1	1	1	0	0	0	0	0		1	0	1	1	1	0	0	0	0	1	1	0	0	1	1	1	0		2	0	0	1	2	0	1	0	0	0	0	0	0				1	0	0	0	0	0	0	0																																																							
sele1250	Selepet	-6.03532	147.234	Papunesia	Nuclear Trans New Guinea	0	0	0	0	2	2	0	1	0	0	1	1	1	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	1	0	1	0	1	1	0	1	0	1	1	0	1	0	0	0	0	1	1	1	1	0	0	1	0	0	0	1	1	0	1	1	0	1	0	0	1	1	1	1	1	0	0	0	1	0	0	0	1	1	0		0	1		1																																																																																												
sema1265	Semaq Beri	4.1217	102.816	Eurasia	Austroasiatic	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	1	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1			0	0	1	1	0	0	0	0	0	1	0	0	3	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0			0	2	1	0	0	1	1						0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0		0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0		0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	1
sema1266	Semai	4.13257	101.477	Eurasia	Austroasiatic					3	3			1	0	1	0	0	0	0	0		0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	1		0	0	0	0	1	0	1	0	0	0	0	1		0	1	0	1	0	0	0	0	0		0	0	1	0	0			0	1	0	0	0			0	0	0		0	0		0	0	1	0	1	0	1	1		0	0	1		0	1	0	0	0	0		1	0	1	0	0	0	0		0	0	0	0	0	0		0	0	0		0	0	0													0	1	0	0	0	0				0		0	1			0	0	1	1		0	1	0	0	0	0	0	0	0	0	0			0	0	0	1									0				0	0	1	1	0	0	0	0	0	0	0	0	0	1
seme1247	Semelai	2.82799	102.806	Eurasia	Austroasiatic	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	3	1	1	0	1	1	0	0	1	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0	0	0	0	0	1	0	1	1	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1
sene1264	Seneca	42.56	-77.53	North America	Iroquoian	0	0	0	0	1	1	0		1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1		1	1	0	0	1	0	0	0	1	1	0	0	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1		1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1			0	3	1	1	1	1	1	0	0	1	1	1	0	1	0	0	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0		0	1	0	0	0	0	1	0	0	0	0							0	0	0		0	0	0			0	0		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0		1		0	0	0	0	0		0	0	1	0	0	0		1	0	0	1	0	0	1
seng1281	Sengseng	-6.16474	149.784	Papunesia	Austronesian	0	0	1	0		1	0		0	1	0					0	0	0	0	1	0			1	0						1	1			0		0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0		0	0	0				0		0	0	0			1			1			0	0	0				0	1	0	1	0			1	1	0	1			0				0	1	1	0	1	0		0	0	0			1	0			0			0	2	0	0																									0	0		0	0		0	0	0			0			0	0	0	0	0							1													0	0	1	0			0	1	0	1	1		1	0
seri1257	Seri	28.9877	-112.384	North America	Seri	1	1	0	1	2	2	0	1		0	0	1			0	1		0	0	1	0	1	0	0	0	0	0	0	0	0	1	1		0	0	0	0	1	0	1	1	1	0	0	0	1	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1		1	0	0	0	1		0	1	0	0	1	1	1	1	0	0	1	1		1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1			0	2	0	0	0	2	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0		0	0	0	1	0	0	0		1	1		1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0		0	1	0	0	1	0	1	1
serr1255	Serrano	33.9479	-116.772	North America	Uto-Aztecan		0	0	0	1	1	1	1	0	0	0		0	0	0	0	0	0	0	1	1		1	1	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	1	0	1	0	0	1	1				0	0	0	0	1	0	0	0	1	0	1	0	0		0	1	1	0	0	0	1		0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	1	0	1	1	1	0	0	0	0		1	1	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	3	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0		1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0		1	1	0	0	0	1	0	0	0	0	0	0	0	1		1	0	0	0	0	1	0	0	1	0	1	1
seve1240	Severn Ojibwa	53.9092	-89.9331	North America	Algic	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0		0	0	1		0	1	0	0	0	1	0	0	0	1	1	1		0	0	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0		1	0	0	0	1	1	1	1	0	0		0	0	0		0	0	1	0	0							0	1	1	1		0	0		1	0	0	0	1		1	0	1	0	0	0	1	1	0	0	1	1	0	1	0	0	3	0	0	0	3	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0		0	0	1	0		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		0	1	1	0	0	0	1	1	0	0	0	0	0		0	0	1	0	0	0	0	1	0	1	0	0	0	1
sgaw1245	S'gaw Karen	17.9872	97.7126	Eurasia	Sino-Tibetan	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0			0	0	1		1			0	0	0	0	1	0	0	1	0	0	0	1		0		0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0		0	0	1	1	1			0		1		0	1	1	0	0	0	1	0		1	0	0	1	0	1	0	1	1	0	0	0	1	1	0			0	0	0	0			1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0	0	0	1	0	0	0	0	1	0							0	0	0	0	0	0	0		0				0			1	1	0	0	0	0	0	0	0	0	0	1	0	0		1	0	0	0	0	1	0	0	0	0				1	0	1	0		0	0	1	0	1	0	0	0	1
shab1252	Shabo	7.64407	35.223	Africa	Shabo	1	0	1	1	1	1	0	1	0	1	1	1	0	1	0	1	0	0	1	1		1	0	1	1	0	1	0	0	0	0	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	1	1	1	0	1	1	0	1	1	0	0	0	1	0	0	1	0	0	1	1	1	0	1	0	1	0		1	0	0	1	0	1	1	0	1	0	1	0	0	0	1	1	1	0	1	1	0	1		0	1	1	1	1		0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0		0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1
sham1280	Shambala	-4.8	38.29	Africa	Atlantic-Congo	0	0	0	0	2	3	0	1				0	0	0	0	1	0	1	0	1									0	0	0	2	0	0	0		1		1	0	1	1	0	1	1	1	1	0	1	0	1	0	1	0	0	0		1	1	1	1	1			0	1	1	1		1										0	1	0	1	0	1	1	1	0	0				1		0	0	0	0	1	0				0	0		1	1	0	0	1	1	0				2			1	2							1	0											0						0		0		1	0		1	1	1			0	0	0	0	0		0	0	0		0	1	0	0		0					0		0	0	0	0	1		1	0	0	0	0	1				1
shan1283	Shanenawa	-8.00919	-73.3264	South America	Pano-Tacanan	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	1	1	1	0	0		0	0	0	0		1		0	0	1	0	0	1	1	0	1	1	0	1			0	0	0	1	1	1	1	0				0	0		0	0	0	1	0	0	0	1	1	0	3	0	0	0	1		1	0	0	0	0	0	0	1	0	0							0	1	0		0	0	0	0	0	0	0		0	0	1	1	0	0	0	0	0	0	0	0	0			0		0	1	0	1	0	1	0	1	0	0	0				1	1	0	0	0	0	0	0	1	0	0	0	0	1
shas1239	Shasta	41.7587	-122.738	North America	Shastan	0	0	0	0			0	1	0	0	0	1	0	0	0	0		0	0	0	0				0	0	0	0	0	0	0		0	0	0	0	1	0	0	1	1	1	0	1	1	0	1	1		1		1	0	0	0	1	0	1	0	0		1	0	0	0	0	1	1	0	0	0	1	0	0		0	0	0	0	0	1	1	1	0	1						0	0	1		0	0	0	0	1	0	1	1		0	0	0	0	0	0	0	0	0	0	1		0		0	0	0	2																					0		0	1	0	0	0		1	0	0	1		0	0	0	0	0	0	0	0	0	1	1	0	1	0							0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0		0	0	
shaw1249	Shawnee	40.0	-83.0	North America	Algic	1	0	1	0	1	1			1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0		1	1		0	0	1	0	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0		0				0	2	1	0	0	0	1	0	0	1	1		0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0		1		1					1	0	1	0	0							0	0	0	0	0	0	1	0		0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0		0	1	1	1	0	0					0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1
shee1238	She	23.0399	114.814	Eurasia	Hmong-Mien	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0					0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0			0	1	0	0	1	0	1	0	1	1	1	0	0	1		0	0	0	0	0	0	0	0		1		1	0	0	0	0	0	0	0	0	0	0	1		0	3	0	0	0			1	0	0	0	0	1	0	0	1	0		0	0	1	0	0	0	0	0	1	1	0	1	0		1	0	1	1		0	0		0	0	0	0	0	0	0	0			0		1						1	0	0	0	0		0	0	0	0	1	0							1	1	0	1
shek1245	Sheko	7.05022	35.2826	Africa	Dizoid	1	0		1	2	2		0	0	1	0	0	1	0	0				0	1	1	1	1	1	1	0		0	0	0	1	1			1	1	1	1			0	1	0	0	0	0	1	1	1	1	1	0	0						0	0	1					1	0	0		1	1	1	1					1		0	1	0	0	1				1		1			1			1	1	1	1	0	1	1	1	0	0		1	1			1	0		0		1	2	0	0	0	2				1			1					0		0		0	0		1																																																							
sher1257	Sherdukpen	27.0035	92.5799	Eurasia	Sino-Tibetan	0	0	0	0	2	1	0		0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0															0	1	1	1														1			0								0	0	0							1	0	0	1																				0	0		0	0	0		0	0	0	0	0	0	2	0	0	0													0	0		1	1	0						0	0											0	0						0			0	1	1						0	0	1	0								0							0	0	0	
sher1258	Sherbro	7.77585	-12.7405	Africa	Atlantic-Congo	1	0	0	1	2	2		1	0	0	0	0	0	0	0			0							0	0	0	0		0		2			0	1			1	1	0	1	0	0	0	0	1	0	0	0	0	0	0					0	1		1	0		0	0	1	1	1			1	0	0	0			0	0		0	1	0	1	0		1		1	0	1			1	0	0				1	0	0		1	0	0	0	1					0				0	2	0	0									1	0	0	0	0							0	0	0		0	0	0			0	0		0	0	0	0	0			0	0		0	0	1			0		0	0	0	0	1	0									1	0	1				0	0	0	0	1	1	1	
shil1265	Shilluk	9.85472	31.7926	Africa	Nilotic	0	0	0	0	2	2	0	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	1	0	0	1	1	1	1	0	1	0	1	0	0	0	0		0	0	1	0	0	0	0	1	1	1	0	0	1	1	0	0	0				1	0	0	1	0	1	0	1	1	1	0	1	1	0	0	1	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	2	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1			0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0		0		1	1	0	1	0			0	0	0	1	1	1	1	0
ship1254	Shipibo-Conibo	-7.17105	-74.8219	South America	Pano-Tacanan	0	0	0	0	3	1		0	0	0	0	1	0	0	0	0		0	0	1			1	1	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0		1		0	1	1	1	0	0		1	1	0	1								1		0	1	0	0	1	1	1		1	0	1	0		1	0	0	1	1	1	1		1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	1			0	0	1		1	0	0	0	0		1	0		1	1	0	1	0		0	0	0			0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	1	1	1	0	0	0				1	0	1	0	0	0	1	0	0	1	0				
shix1238	Shixing	28.3895	100.4	Eurasia	Sino-Tibetan	1	1	0	1	2	3	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	1		1	0	1		1	1	0			0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	1	0	0	0		0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	2	0	0	0			0	1	0	0	0	0	0	0	0	0	0	0	0	1	0		0	1	0	1	0	0	0	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0			0		0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0	0	0	0
shol1240	Sholaga	11.9458	77.2211	Eurasia	Dravidian	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0		0	0	1	0	0	0	0	1	0	0	0	0	0		1	0	0	1	1	1	1	0	1		1	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0		1	1	1	0	0	0	1	0	0	1	0	0	1	0				1	0	0	1	1		0	1	0	1	0	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0							0	0	0	1	0	0	1		0	0	0		1	0	0	1		0	0	0	0	0	0	0	0			0	0	1		1			0	1	0	0	0		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
shon1251	Shona	-17.20849	29.75725	Africa	Atlantic-Congo	0	0	0	0	2	2	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	0	0	2		1	0	0	0	0	0	0	1	1	0	0	1	1	1	0	1	0	1	0	1	0	0	0	0	1	0	1	1	1	0	0	0	1	1	1	0	0	0	0			0		0	0	0	0	1	0	1	0	1	1	1	0	1	1	1		1	0	0	1	0	0	1	0	1	1	1	0	0	0	1	1	0	0	1	1	0	1	0	0	2	0	0	1	3	0	0	0	0	0	1		0	0	1	0	1	0		1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0		1	1	0		1	0				0	0		0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1
