mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_estimator__metric,param_estimator__n_neighbors,param_estimator__weights,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.24296323458353677,0.0139913222852541,9.093862454096476,0.04079697153350356,hamming,3,distance,"{'estimator__metric': 'hamming', 'estimator__n_neighbors': 3, 'estimator__weights': 'distance'}",0.5453135175988882,0.5504581958885086,0.5496375274492219,0.5484697469788729,0.0022567989271117636,4
0.2991757392883301,0.0245143325588102,9.206429958343506,0.07607747370735018,hamming,5,distance,"{'estimator__metric': 'hamming', 'estimator__n_neighbors': 5, 'estimator__weights': 'distance'}",0.5265652889339725,0.5259760236949231,0.5280569771732813,0.5268660966007256,0.0008757685326065718,5
0.28917590777079266,0.03393132328111608,9.179143826166788,0.05720569145201879,hamming,7,distance,"{'estimator__metric': 'hamming', 'estimator__n_neighbors': 7, 'estimator__weights': 'distance'}",0.5096646258192992,0.5114057399631131,0.5128838183583708,0.511318061380261,0.001315691402855515,6
0.26275261243184406,0.019166951854510193,26.003814061482746,0.6868025990037404,jaccard,3,distance,"{'estimator__metric': 'jaccard', 'estimator__n_neighbors': 3, 'estimator__weights': 'distance'}",0.5763741385833914,0.5757116728038433,0.5798215546835184,0.5773024553569177,0.0018016864859029776,1
0.2593081792195638,0.0013487726591322623,26.725706974665325,0.27380558458452486,jaccard,5,distance,"{'estimator__metric': 'jaccard', 'estimator__n_neighbors': 5, 'estimator__weights': 'distance'}",0.5629478862700019,0.5629001114900017,0.5675692169995574,0.5644724049198537,0.0021898636791895243,2
0.3014935652414958,0.024513463521745896,26.481677214304607,0.049905638862057865,jaccard,7,distance,"{'estimator__metric': 'jaccard', 'estimator__n_neighbors': 7, 'estimator__weights': 'distance'}",0.5514356922523721,0.550250581155085,0.5519770685475891,0.5512211139850154,0.0007209819941049346,3
