mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_estimator__max_depth,param_estimator__max_features,param_estimator__min_samples_split,param_estimator__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
84.1422507762909,1.4608945164459468,2.504988114039103,0.06994546223396424,,0.5,30,200,"{'estimator__max_depth': None, 'estimator__max_features': 0.5, 'estimator__min_samples_split': 30, 'estimator__n_estimators': 200}",1.0,0.9904306220095693,0.9952153110047847,0.9952153110047847,0.003906682205395839,4
97.53282237052917,0.8312633570333411,2.0445701281229653,0.08736574868814422,,1.0,30,200,"{'estimator__max_depth': None, 'estimator__max_features': 1.0, 'estimator__min_samples_split': 30, 'estimator__n_estimators': 200}",1.0,1.0,0.9952153110047847,0.9984051036682615,0.0022555240229236084,1
84.58154726028442,0.8292129329428136,2.5201481183369956,0.09254097450101997,10,0.5,30,200,"{'estimator__max_depth': 10, 'estimator__max_features': 0.5, 'estimator__min_samples_split': 30, 'estimator__n_estimators': 200}",1.0,0.9904306220095693,0.9952153110047847,0.9952153110047847,0.003906682205395839,4
96.03112856547038,0.8338492118961321,2.1836233139038086,0.05578097277065668,10,1.0,30,200,"{'estimator__max_depth': 10, 'estimator__max_features': 1.0, 'estimator__min_samples_split': 30, 'estimator__n_estimators': 200}",1.0,1.0,0.9952153110047847,0.9984051036682615,0.0022555240229236084,1
83.72319316864014,0.2460841781942133,2.509164015452067,0.09767124322598722,20,0.5,30,200,"{'estimator__max_depth': 20, 'estimator__max_features': 0.5, 'estimator__min_samples_split': 30, 'estimator__n_estimators': 200}",1.0,0.9904306220095693,0.9952153110047847,0.9952153110047847,0.003906682205395839,4
95.75634773572285,1.1547341854669722,2.069225470225016,0.09742638325910126,20,1.0,30,200,"{'estimator__max_depth': 20, 'estimator__max_features': 1.0, 'estimator__min_samples_split': 30, 'estimator__n_estimators': 200}",1.0,1.0,0.9952153110047847,0.9984051036682615,0.0022555240229236084,1
